ilan_id,portfoy_tipi,ilan_turu,mahalle,oda_sayisi,metrekare,fiyat,onceki_fiyat,ilan_tarihi,son_fiyat_guncelleme,durum,fiyat_m2,ilan_yasi_gun,fiyat_degisimi_yuzde,portfoy_oncelik_skoru
TRS-00395,Daire,Kiralık,Eski Yol,2+1,172,15600,17000,2026-08-15,2026-08-16,Aktif,90.7,2,-8.24,8.9
TRS-00396,Daire,Satılık,Eski Yol,2+1,203,4601000,4601000,2026-07-15,,Aktif,22665.02,33,0.0,21.0
TRS-00397,Daire,Kiralık,Eski Yol,4+1,184,12600,14000,2026-03-14,2026-07-16,Aktif,68.48,156,-10.0,50.0
TRS-00398,Daire,Satılık,Akşemsettin,4+1,90,2578000,2578000,2026-04-07,,Aktif,28644.44,132,0.0,50.0
TRS-00399,Dükkan,Satılık,Reşadiye,1+0,91,2460000,2342000,2026-06-03,2026-07-31,Aktif,27032.97,75,5.04,25.0
TRS-00400,Daire,Kiralık,Şahin,3+1,84,9100,9000,2026-03-20,2026-05-23,Aktif,108.33,150,1.11,40.0
TRS-00401,Daire,Kiralık,Reşadiye,1+1,58,3300,3300,2026-07-10,,Aktif,56.9,38,0.0,22.7
TRS-00402,Daire,Satılık,Yeni Mahalle,3+1,128,3922000,4294000,2026-08-01,2026-08-07,Aktif,30640.62,16,-8.66,14.0
TRS-00403,Villa,Satılık,Yeşil Mahalle,5+1,317,9666000,10549000,2026-06-20,2026-07-12,Aktif,30492.11,58,-8.37,27.7
TRS-00404,Daire,Satılık,Akşemsettin,4+1,152,4087000,4087000,2026-02-22,,Aktif,26888.16,176,0.0,50.0
TRS-00405,Daire,Kiralık,Reşadiye,4+1,106,9700,11000,2026-03-07,2026-05-26,Aktif,91.51,163,-11.82,51.8
TRS-00406,Daire,Satılık,Eski Yol,4+1,130,2431000,2431000,2026-02-23,,Aktif,18700.0,175,0.0,50.0
TRS-00407,Müstakil Ev,Satılık,Şahin,2+1,196,5880000,5880000,2026-03-27,,Aktif,30000.0,143,0.0,50.0
TRS-00408,Daire,Kiralık,Şahin,3+1,56,5800,5800,2026-07-08,,Aktif,103.57,40,0.0,23.3
TRS-00409,Daire,Kiralık,Yeşil Mahalle,3+1,180,11900,13000,2026-05-27,2026-07-24,Aktif,66.11,82,-8.46,35.8
TRS-00410,Daire,Kiralık,Şahin,3+1,78,6900,7000,2026-06-23,2026-07-26,Aktif,88.46,55,-1.43,19.8
TRS-00411,Daire,Satılık,Eski Yol,3+1,84,1732000,1792000,2026-03-05,2026-05-29,Aktif,20619.05,165,-3.35,43.4
TRS-00412,Daire,Satılık,Yeşil Mahalle,3+1,153,3974000,3974000,2026-06-05,,Aktif,25973.86,73,0.0,34.3
TRS-00413,Villa,Kiralık,Reşadiye,5+1,291,23900,23900,2026-08-05,,Aktif,82.13,12,0.0,14.0
TRS-00414,Daire,Satılık,Bahçe,2+1,79,2679000,2975000,2026-04-01,2026-05-28,Aktif,33911.39,138,-9.95,50.0
TRS-00415,Dükkan,Kiralık,Bahçe,1+0,66,7700,9000,2026-02-18,2026-06-22,Aktif,116.67,180,-14.44,54.4
TRS-00416,Daire,Kiralık,Şahin,1+1,64,5100,6000,2026-07-02,2026-07-12,Aktif,79.69,46,-15.0,30.3
TRS-00417,Daire,Kiralık,Akşemsettin,4+1,216,19600,22000,2026-08-12,2026-08-16,Aktif,90.74,5,-10.91,12.6
TRS-00418,Daire,Satılık,Eski Yol,3+1,73,1758000,1758000,2026-07-20,,Aktif,24082.19,28,0.0,19.3
TRS-00419,Daire,Kiralık,Akşemsettin,4+1,167,14800,14800,2026-02-28,,Aktif,88.62,170,0.0,50.0
TRS-00420,Daire,Satılık,Şahin,3+1,155,5515000,5515000,2026-07-11,,Aktif,35580.65,37,0.0,22.3
TRS-00421,Ofis,Satılık,Yeşil Mahalle,3+0,171,4038000,4038000,2026-08-06,,Aktif,23614.04,11,0.0,13.7
TRS-00422,Daire,Satılık,Eski Yol,2+1,133,3032000,3032000,2026-05-20,,Aktif,22796.99,89,0.0,39.7
TRS-00423,Daire,Satılık,Reşadiye,3+1,111,2242000,2171000,2026-07-01,2026-07-11,Aktif,20198.2,47,3.27,15.7
TRS-00424,Daire,Satılık,Reşadiye,1+1,129,2661000,2471000,2026-06-27,2026-07-16,Aktif,20627.91,51,7.69,17.0
TRS-00425,Daire,Satılık,Bahçe,3+1,104,3023000,3169000,2026-05-24,2026-07-08,Aktif,29067.31,85,-4.61,32.9
TRS-00426,Daire,Kiralık,Eski Yol,2+1,164,8400,9000,2026-06-14,2026-06-22,Aktif,51.22,64,-6.67,28.0
TRS-00427,Dükkan,Kiralık,Yeşil Mahalle,2+0,154,17900,19000,2026-04-14,2026-07-25,Aktif,116.23,125,-5.79,45.8
TRS-00428,Dükkan,Satılık,Akşemsettin,1+0,177,5178000,5178000,2026-03-09,,Aktif,29254.24,161,0.0,50.0
TRS-00429,Dükkan,Satılık,Gaziler,3+0,248,10147000,10147000,2026-03-18,,Aktif,40915.32,152,0.0,50.0
TRS-00430,Daire,Kiralık,Yeni Mahalle,3+1,93,10400,11000,2026-03-19,2026-07-10,Aktif,111.83,151,-5.45,45.4
TRS-00431,Daire,Satılık,Gaziler,2+1,116,4372000,4800000,2026-07-12,2026-08-05,Aktif,37689.66,36,-8.92,20.9
TRS-00432,Müstakil Ev,Kiralık,Şahin,2+1,191,16800,16800,2026-04-14,,Aktif,87.96,125,0.0,50.0
TRS-00433,Daire,Satılık,Akşemsettin,3+1,107,2848000,2637000,2026-04-22,2026-08-11,Aktif,26616.82,117,8.0,39.0
TRS-00434,Daire,Kiralık,Reşadiye,2+1,122,8700,8000,2026-05-12,2026-05-25,Aktif,71.31,97,8.75,32.3
TRS-00435,Daire,Satılık,Akşemsettin,4+1,187,4915000,4426000,2026-05-20,2026-06-16,Aktif,26283.42,89,11.05,29.7
TRS-00436,Daire,Satılık,Şahin,3+1,74,2051000,2051000,2026-06-30,,Aktif,27716.22,48,0.0,26.0
TRS-00437,Müstakil Ev,Satılık,Eski Yol,3+1,269,5488000,5968000,2026-05-24,2026-06-16,Aktif,20401.49,85,-8.04,36.4
TRS-00438,Daire,Kiralık,Eski Yol,2+1,60,3200,3000,2026-03-23,2026-07-30,Aktif,53.33,147,6.67,40.0
TRS-00439,Daire,Satılık,Eski Yol,2+1,121,2557000,2903000,2026-05-05,2026-06-05,Aktif,21132.23,104,-11.92,46.6
TRS-00440,Dükkan,Satılık,Akşemsettin,3+0,154,5726000,5726000,2026-04-15,,Aktif,37181.82,124,0.0,50.0
TRS-00441,Daire,Satılık,Mithatpaşa,3+1,214,4764000,4764000,2026-02-22,,Aktif,22261.68,176,0.0,50.0
TRS-00442,Daire,Satılık,Kızılmurat,4+1,113,2560000,2560000,2026-07-20,,Aktif,22654.87,28,0.0,19.3
TRS-00443,Dükkan,Kiralık,Reşadiye,3+0,78,5300,6000,2026-04-17,2026-06-01,Aktif,67.95,122,-11.67,51.7
TRS-00444,Müstakil Ev,Satılık,Reşadiye,3+1,223,5719000,6249000,2026-03-31,2026-05-22,Aktif,25645.74,139,-8.48,48.5
TRS-00445,Dükkan,Kiralık,Yeşil Mahalle,2+0,98,11500,12000,2026-05-11,2026-05-19,Aktif,117.35,98,-4.17,36.8
TRS-00446,Daire,Satılık,Akşemsettin,3+1,76,2174000,2433000,2026-03-30,2026-07-23,Aktif,28605.26,140,-10.65,50.6
TRS-00447,Daire,Satılık,Yeni Mahalle,1+1,188,6272000,6540000,2026-06-25,2026-07-27,Aktif,33361.7,53,-4.1,21.8
TRS-00448,Daire,Kiralık,Mithatpaşa,4+1,121,10800,10800,2026-03-13,,Aktif,89.26,157,0.0,50.0
TRS-00449,Müstakil Ev,Kiralık,Mithatpaşa,5+1,241,16900,16000,2026-03-26,2026-07-15,Aktif,70.12,144,5.62,40.0
TRS-00450,Müstakil Ev,Satılık,Mithatpaşa,3+1,291,7174000,7734000,2026-02-18,2026-08-04,Aktif,24652.92,180,-7.24,47.2
TRS-00451,Villa,Satılık,Yeşil Mahalle,4+1,201,6564000,7234000,2026-08-15,2026-08-16,Aktif,32656.72,2,-9.26,9.9
TRS-00452,Daire,Satılık,Gaziler,1+1,149,5354000,5849000,2026-05-10,2026-06-26,Aktif,35932.89,99,-8.46,41.5
TRS-00453,Daire,Satılık,Eski Yol,4+1,218,4485000,4724000,2026-06-26,2026-06-26,Aktif,20573.39,52,-5.06,22.4
TRS-00454,Daire,Satılık,Eski Yol,2+1,212,4719000,4719000,2026-05-16,,Aktif,22259.43,93,0.0,41.0
TRS-00455,Ofis,Satılık,Yeni Mahalle,2+0,100,3476000,3888000,2026-05-07,2026-07-22,Aktif,34760.0,102,-10.6,44.6
TRS-00456,Dükkan,Kiralık,Gaziler,3+0,225,37900,37900,2026-05-19,,Aktif,168.44,90,0.0,40.0
TRS-00457,Daire,Satılık,Akşemsettin,4+1,171,4853000,4853000,2026-06-11,,Aktif,28380.12,67,0.0,32.3
TRS-00458,Daire,Satılık,Reşadiye,3+1,183,3901000,3765000,2026-07-18,2026-08-08,Aktif,21316.94,30,3.61,10.0
TRS-00459,Daire,Kiralık,Eski Yol,4+1,151,12500,14000,2026-05-22,2026-06-19,Aktif,82.78,87,-10.71,39.7
TRS-00460,Daire,Kiralık,Yeni Mahalle,4+1,72,9200,9000,2026-06-21,2026-08-02,Aktif,127.78,57,2.22,19.0
TRS-00461,Daire,Satılık,Yeşil Mahalle,2+1,122,2899000,3310000,2026-05-06,2026-07-04,Aktif,23762.3,103,-12.42,46.8
TRS-00462,Daire,Satılık,Kızılmurat,3+1,201,4225000,4453000,2026-02-23,2026-07-23,Aktif,21019.9,175,-5.12,45.1
TRS-00463,Dükkan,Satılık,Bahçe,1+0,98,3669000,3814000,2026-03-11,2026-08-03,Aktif,37438.78,159,-3.8,43.8
TRS-00464,Daire,Satılık,Kızılmurat,3+1,178,4369000,4104000,2026-04-12,2026-06-04,Aktif,24544.94,127,6.46,40.0
TRS-00465,Daire,Satılık,Reşadiye,2+1,202,3862000,4139000,2026-04-30,2026-06-08,Aktif,19118.81,109,-6.69,43.0
TRS-00466,Daire,Satılık,Şahin,4+1,187,5388000,5388000,2026-08-14,,Aktif,28812.83,3,0.0,11.0
TRS-00467,Daire,Satılık,Bahçe,3+1,138,4187000,4187000,2026-06-11,,Aktif,30340.58,67,0.0,32.3
TRS-00468,Daire,Kiralık,Akşemsettin,3+1,211,18400,17000,2026-04-11,2026-06-24,Aktif,87.2,128,8.24,40.0
TRS-00469,Daire,Satılık,Mithatpaşa,2+1,201,5874000,5874000,2026-02-22,,Aktif,29223.88,176,0.0,50.0
TRS-00470,Müstakil Ev,Satılık,Gaziler,5+1,242,9404000,9404000,2026-06-27,,Aktif,38859.5,51,0.0,27.0
TRS-00471,Daire,Satılık,Şahin,4+1,100,3075000,2841000,2026-03-08,2026-07-07,Aktif,30750.0,162,8.24,40.0
TRS-00472,Dükkan,Satılık,Reşadiye,1+0,141,3894000,3894000,2026-08-01,,Aktif,27617.02,16,0.0,15.3
TRS-00473,Daire,Satılık,Akşemsettin,3+1,170,4319000,4662000,2026-05-16,2026-07-15,Aktif,25405.88,93,-7.36,38.4
TRS-00474,Dükkan,Satılık,Yeşil Mahalle,3+0,187,5793000,5793000,2026-04-01,,Aktif,30978.61,138,0.0,50.0
TRS-00475,Daire,Kiralık,Akşemsettin,1+1,169,14900,14000,2026-06-04,2026-07-29,Aktif,88.17,74,6.43,24.7
TRS-00476,Daire,Kiralık,Yeşil Mahalle,1+1,73,5200,5200,2026-06-19,,Aktif,71.23,59,0.0,29.7
TRS-00477,Müstakil Ev,Kiralık,Akşemsettin,5+1,169,18500,17000,2026-05-16,2026-06-11,Aktif,109.47,93,8.82,31.0
TRS-00478,Dükkan,Satılık,Şahin,1+0,226,8434000,8791000,2026-02-18,2026-07-21,Aktif,37318.58,180,-4.06,44.1
TRS-00479,Dükkan,Kiralık,Gaziler,1+0,180,17900,20000,2026-05-07,2026-08-06,Aktif,99.44,102,-10.5,44.5
TRS-00480,Daire,Kiralık,Gaziler,2+1,134,13600,15000,2026-06-05,2026-07-31,Aktif,101.49,73,-9.33,33.7
TRS-00481,Daire,Kiralık,Yeni Mahalle,4+1,138,16100,18000,2026-03-31,2026-06-07,Aktif,116.67,139,-10.56,50.6
TRS-00482,Daire,Kiralık,Reşadiye,4+1,216,16900,18000,2026-03-06,2026-07-03,Aktif,78.24,164,-6.11,46.1
TRS-00483,Daire,Kiralık,Gaziler,3+1,160,15200,15200,2026-08-14,,Aktif,95.0,3,0.0,11.0
TRS-00484,Daire,Kiralık,Şahin,1+1,191,22200,25000,2026-04-13,2026-06-16,Aktif,116.23,126,-11.2,51.2
TRS-00485,Daire,Satılık,Akşemsettin,3+1,195,4823000,5394000,2026-03-26,2026-07-16,Aktif,24733.33,144,-10.59,50.6
TRS-00486,Villa,Satılık,Mithatpaşa,3+1,227,6104000,5888000,2026-06-16,2026-06-26,Aktif,26889.87,62,3.67,20.7
TRS-00487,Daire,Kiralık,Akşemsettin,2+1,160,18200,18200,2026-07-01,,Aktif,113.75,47,0.0,25.7
TRS-00488,Daire,Kiralık,Gaziler,4+1,124,12100,12100,2026-08-12,,Aktif,97.58,5,0.0,11.7
TRS-00489,Daire,Satılık,Reşadiye,3+1,127,2497000,2576000,2026-04-26,2026-07-18,Aktif,19661.42,113,-3.07,40.7
TRS-00490,Daire,Kiralık,Bahçe,3+1,182,17800,17800,2026-08-08,,Aktif,97.8,9,0.0,13.0
TRS-00491,Daire,Kiralık,Şahin,4+1,73,6300,7000,2026-06-13,2026-08-15,Aktif,86.3,65,-10.0,31.7
TRS-00492,Daire,Kiralık,Bahçe,1+1,118,9700,11000,2026-07-23,2026-08-10,Aktif,82.2,25,-11.82,20.2
TRS-00493,Dükkan,Satılık,Akşemsettin,3+0,201,5397000,5752000,2026-03-29,2026-07-15,Aktif,26850.75,141,-6.17,46.2
TRS-00494,Dükkan,Satılık,Yeşil Mahalle,1+0,68,2095000,2095000,2026-05-25,,Aktif,30808.82,84,0.0,38.0
TRS-00495,Daire,Kiralık,Akşemsettin,1+1,117,14000,15000,2026-03-21,2026-06-17,Aktif,119.66,149,-6.67,46.7
TRS-00496,Daire,Kiralık,Gaziler,3+1,78,11500,11500,2026-03-09,,Aktif,147.44,161,0.0,50.0
TRS-00497,Daire,Satılık,Yeşil Mahalle,4+1,87,2026000,1895000,2026-03-27,2026-07-03,Aktif,23287.36,143,6.91,40.0
TRS-00498,Daire,Kiralık,Bahçe,2+1,146,12500,14000,2026-08-06,2026-08-09,Aktif,85.62,11,-10.71,14.4
TRS-00499,Daire,Satılık,Kızılmurat,3+1,194,4298000,4298000,2026-04-19,,Aktif,22154.64,120,0.0,50.0
TRS-00500,Dükkan,Satılık,Eski Yol,3+0,57,1215000,1252000,2026-06-02,2026-06-08,Aktif,21315.79,76,-2.96,28.3
